source_name,indicator_id,normalized_name,mapping_status,basis
Falls Risk assessment on admission,ind_388cde9506e2ccfc,Falls Risk assessment on admission,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Falls causing harm,ind_c7d51ebab5b81eaf,Falls causing harm,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Falls with injury,ind_78bf86fae6402922,Falls with injury,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Family Experience - Would you recommend,ind_56c588789d968048,Family Experience - Would you recommend,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Follow-up calls to patients who left the ED without being seen (CTAS 1-3),ind_1c16ac3f1f2c48d3,Follow-up calls to patients who left the ED without being seen (CTAS 1-3),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Frequent emergency room visits for help with mental health and substance use.,ind_ea34c08bc4892bfe,Frequent emergency room visits for help with mental health and substance use.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Green Heart Initiative,ind_ded6fad84d67ad42,Green Heart Initiative,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Green Heart Recommendations report,ind_38b913afc46b4233,Green Heart Recommendations report,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
HBH: Linguistically Accessible: Inpatient Experience Compassionate Care SurveyQuestion: Compassionate Care: Share information in a way that is understandable,ind_434ecc8fd070ed16,HBH: Linguistically Accessible: Inpatient Experience Compassionate Care SurveyQuestion: Compassionate Care: Share information in a way that is understandable,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene,ind_01d35a77e22b6ffe,Hand Hygiene,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene Compliance,ind_71148c331fa8c987,Hand Hygiene Compliance,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene Compliance After Patient Contact,ind_4567f8c149e03298,Hand Hygiene Compliance After Patient Contact,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene Compliance Before Patient Contact,ind_6471b13921d93196,Hand Hygiene Compliance Before Patient Contact,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene Moment #1 Compliance,ind_25ab0d1ed7a5938b,Hand Hygiene Moment #1 Compliance,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene Rate,ind_4a677f114994001c,Hand Hygiene Rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene compliance after patient contact,ind_6eab045b14dd2a49,Hand Hygiene compliance after patient contact,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Hygiene compliance before  patient contact,ind_11ae52b02d652677,Hand Hygiene compliance before patient contact,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Hand Hygiene compliance rate by the indication, before initial patient and patient environment contact (Providence Care Hospital and Providence Transitional Care Centre).",ind_3362918e174d8b3b,"Hand Hygiene compliance rate by the indication, before initial patient and patient environment contact (Providence Care Hospital and Providence Transitional Care Centre).",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Washing Compliance - Moment 1 (before entering patient environment) by Hospital Care Provider,ind_5b9caf72d5308a99,Hand Washing Compliance - Moment 1 (before entering patient environment) by Hospital Care Provider,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand Washing Compliance - Moment 1 (before touching a patient) by Hospital Care Provider,ind_91da8606c8bb476c,Hand Washing Compliance - Moment 1 (before touching a patient) by Hospital Care Provider,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand hygiene compliance among health care providers,ind_44c79c6e6fe9b527,Hand hygiene compliance among health care providers,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hand hygiene compliance among health care providers prior to patient contact (Moment 1),ind_45628c1b60f7efb3,Hand hygiene compliance among health care providers prior to patient contact (Moment 1),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Harm Index,ind_b9820c07c10ebe1d,Harm Index,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Harm index,ind_eb8afff4b0bcd8f5,Harm index,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Health Equity Data Initiative (HEDI) completion for all unique SickKids patients seen,ind_3d4aeb139e49fc30,Health Equity Data Initiative (HEDI) completion for all unique SickKids patients seen,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Health Equity Demographic Data,ind_6b8e077268671e38,Health Equity Demographic Data,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Health Equity Framework - Advancing our infrastructure to support health equity.   Level of progress assessment scale rated between 0-5 [0- no work on this element; 5- the organization consistently executes on this element],ind_91b2035ebdb0356b,Health Equity Framework - Advancing our infrastructure to support health equity. Level of progress assessment scale rated between 0-5 [0- no work on this element; 5- the organization consistently executes on this element],accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Healthcare-Associated C-Diff Infection Rate (%),ind_dea6c8e30707ce57,Healthcare-Associated C-Diff Infection Rate (%),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Heart Failure Transitional Care: The Value of an Inpatient vs. Outpatient Intervention,ind_44a65001727d0dd0,Heart Failure Transitional Care: The Value of an Inpatient vs. Outpatient Intervention,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital Acquired Pressure Injuries,ind_c81588461cddeaff,Hospital Acquired Pressure Injuries,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital Bed Occupancy,ind_b6923849797db65a,Hospital Bed Occupancy,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital Deaths Following Major Surgery,ind_10919e2ab4005322,Hospital Deaths Following Major Surgery,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital Total Margin,ind_474c28e2c409343a,Hospital Total Margin,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital acquired pressure injuries level 3 and up.,ind_529d8aaa1e59e48a,Hospital acquired pressure injuries level 3 and up.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital acquired pressure injury stage II and above in all inpatient populations,ind_888c8aeab592fa84,Hospital acquired pressure injury stage II and above in all inpatient populations,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital acquired pressure injury stage II and above in all inpatient populations: The rate of hospital acquired pressure injuries (HAPI) stage II and above over the total number of inpatient admissions.,ind_08386b8b731a1c60,Hospital acquired pressure injury stage II and above in all inpatient populations: The rate of hospital acquired pressure injuries (HAPI) stage II and above over the total number of inpatient admissions.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital acquired pressure injury stage II and above in all inpatient populations: The rate of hospital acquired pressure injuries stage II and above over the total number of inpatient admissions.,ind_f6375d4fcc232407,Hospital acquired pressure injury stage II and above in all inpatient populations: The rate of hospital acquired pressure injuries stage II and above over the total number of inpatient admissions.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital fall rate: Total number of falls/number of falls by the number of patient bed days in the reporting period*1000.,ind_8e570dd628cdcaee,Hospital fall rate: Total number of falls/number of falls by the number of patient bed days in the reporting period*1000.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital wide DEI training to all staff.,ind_49338342ed5ac513,Hospital wide DEI training to all staff.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital-Acquired C. Difficile Infection (CDI),ind_a92ed12530f2ee8b,Hospital-Acquired C. Difficile Infection (CDI),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital-acquired delirium among inpatients in acute care over the age of 65.,ind_0b526aa996e4e990,Hospital-acquired delirium among inpatients in acute care over the age of 65.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Hospital-acquired pressure injuries,ind_f2711036873ba942,Hospital-acquired pressure injuries,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
IPAC Audits,ind_87b775dea4fd2091,IPAC Audits,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implanter le dossier de santé électronique (DSE) Epic pour améliorer l'expérience de nos clinicien(ne)s et de nos patient(e)s,ind_b0b054ab1c6785bd,Implanter le dossier de santé électronique (DSE) Epic pour améliorer l'expérience de nos clinicien(ne)s et de nos patient(e)s,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implement 100% of all quality initiatives aimed to decrease workplace violence.,ind_6617197f2dbe7457,Implement 100% of all quality initiatives aimed to decrease workplace violence.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Implement Phase 2 of the multi-year Patient, Client, Resident, Family Engagement and Support Framework Initiative, with progress tracked by the percentage of milestones achieved.",ind_f44aafbb28265c2d,"Implement Phase 2 of the multi-year Patient, Client, Resident, Family Engagement and Support Framework Initiative, with progress tracked by the percentage of milestones achieved.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implement discharge planning risk assessment screen for Alternate Level of Care (ALC).,ind_4f788745172a1b9e,Implement discharge planning risk assessment screen for Alternate Level of Care (ALC).,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implement the Senior Friendly Framework,ind_0927066b9fe61c4d,Implement the Senior Friendly Framework,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implement thrombolytics for stroke during 2024-25 Q1,ind_ca319d4c6bc50a2f,Implement thrombolytics for stroke during 2024-25 Q1,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Implement unconscious bias, inclusive language and ableism training to 85% of regular active staff in alignment with the corporate EIDA-R (Equity, Inclusion, Diversity & Anti-Racism) workplan by March 31, 2026.",ind_3424e07fc2c4ad86,"Implement unconscious bias, inclusive language and ableism training to 85% of regular active staff in alignment with the corporate EIDA-R (Equity, Inclusion, Diversity & Anti-Racism) workplan by March 31, 2026.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implementation of Four Choosing Wisely Bundles,ind_bd4d3201caa19bd3,Implementation of Four Choosing Wisely Bundles,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implementation of MEDITECH Expanse upgrade,ind_2647c3cbd673c4ae,Implementation of MEDITECH Expanse upgrade,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implementation of OpenNotes:  % completed workplan items identified for Year 1,ind_2c02a54b53516df4,Implementation of OpenNotes: % completed workplan items identified for Year 1,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implementation of Qualtrics patient experience survey,ind_6bea965b96ec24d9,Implementation of Qualtrics patient experience survey,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Implementation of a new tool in hospital and out-patient therapy and establishing a baseline measure.,ind_62b6fb06203b41e8,Implementation of a new tool in hospital and out-patient therapy and establishing a baseline measure.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Implementation of patient, client and resident armbands to strengthen positive patient identification, target: 95%",ind_72fa78c68dcd234d,"Implementation of patient, client and resident armbands to strengthen positive patient identification, target: 95%",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improve Energy Use Intensity (EUI),ind_e205eba513500fa0,Improve Energy Use Intensity (EUI),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improve discharge efficiency for cardiology patients on H5.,ind_beed92794276990a,Improve discharge efficiency for cardiology patients on H5.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Improve experience of care as reported by patients that identify as Indigenous (First Nations, Inuit, Metis)% of patients that identify as Indigenous that chose 8, 9, or 10 when asked to rate their overall experience from 0-10.Post-Discharge Phone Call + Digital Survey (Inpatient + ED)",ind_979270475543118c,"Improve experience of care as reported by patients that identify as Indigenous (First Nations, Inuit, Metis)% of patients that identify as Indigenous that chose 8, 9, or 10 when asked to rate their overall experience from 0-10.Post-Discharge Phone Call + Digital Survey (Inpatient + ED)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Improve function focused discharge planning, strengthen transitions of care, and improve patient flow through the implementation of the Home First operational direction and Senior Friendly Care framework",ind_94bd6f527b8dc302,"Improve function focused discharge planning, strengthen transitions of care, and improve patient flow through the implementation of the Home First operational direction and Senior Friendly Care framework",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improve medication barcode scanning rate to 75% overall by improving ED scanning rate to 50%.,ind_e595cd2dbb997c5f,Improve medication barcode scanning rate to 75% overall by improving ED scanning rate to 50%.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Improve patient experience:% of patients that chose 8,9 or 10 when asked to rate their overall experience. 0 - I had a very poor experience10 - I had a very good experiencePost-Discharge Phone Call + Digital Survey (Inpatient + ED)",ind_5c049abc1c63844c,"Improve patient experience:% of patients that chose 8,9 or 10 when asked to rate their overall experience. 0 - I had a very poor experience10 - I had a very good experiencePost-Discharge Phone Call + Digital Survey (Inpatient + ED)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improve skin to skin time by recovering uncomplicated C-section patients within the OBS department.,ind_4ff909313b7ee35c,Improve skin to skin time by recovering uncomplicated C-section patients within the OBS department.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improve staff awareness and promotion of the Centre as a resource for patients/families/visitors to Sunnybrook.,ind_eb321ae154e936a7,Improve staff awareness and promotion of the Centre as a resource for patients/families/visitors to Sunnybrook.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improve staff engagement scores to achieve OHA Average of 6.4 out of 10,ind_5c22562e7064ff17,Improve staff engagement scores to achieve OHA Average of 6.4 out of 10,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improved restraint documentation practices,ind_cd76136206d5b566,Improved restraint documentation practices,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improving Compliance with Transfer of Accountability Practices During Inpatient Unit Transfers at UOHI,ind_4bef012ed5e478cc,Improving Compliance with Transfer of Accountability Practices During Inpatient Unit Transfers at UOHI,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Improving patient and family communication using patient whiteboards,ind_74e6c5ac97ad0035,Improving patient and family communication using patient whiteboards,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Improving the care and safety of patients, in particular transgender (trans) and non-binary patients",ind_a60122ef0f7957f3,"Improving the care and safety of patients, in particular transgender (trans) and non-binary patients",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
In house survey: Percentage of patients who felt they received enough information when they left the hospital,ind_1520fe57fa56e66e,In house survey: Percentage of patients who felt they received enough information when they left the hospital,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"In-Hospital Sepsis Rate (risk adjusted rate of in-hospital sepsis per 1,000 discharges)",ind_3f2b512a67d054f7,"In-Hospital Sepsis Rate (risk adjusted rate of in-hospital sepsis per 1,000 discharges)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
In-hospital Sepsis,ind_94e2b2f1874c82b0,In-hospital Sepsis,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
In-house survey: Percentage of patients who felt they received enough information when they left the hospital.,ind_0ebd78ff8ab3b6c3,In-house survey: Percentage of patients who felt they received enough information when they left the hospital.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
In-house survey: Percentage of patients who were satisfied overall with the hospital care and service they received.,ind_b7aef9033e275c9e,In-house survey: Percentage of patients who were satisfied overall with the hospital care and service they received.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
In-patient falls with injury rate,ind_9de2a425e8e615ad,In-patient falls with injury rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
In-patient falls with injury rate (%),ind_1d22105749406924,In-patient falls with injury rate (%),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Incident rate of Patient Falls per 1000 occupied bed days,ind_dceec4648c381236,Incident rate of Patient Falls per 1000 occupied bed days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inclusion, Diversity, Equity, and Accessibility (IDEA) and Indigenous Reconciliation (IR) are essential components of health care to ensure that the health system is just, accessible, and provides high quality care to all individuals, as well as a supportive workplace culture.",ind_b78e840d4a8bd0d4,"Inclusion, Diversity, Equity, and Accessibility (IDEA) and Indigenous Reconciliation (IR) are essential components of health care to ensure that the health system is just, accessible, and provides high quality care to all individuals, as well as a supportive workplace culture.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inclusion, Equity, Diversity & Indigenous Reconciliation",ind_851d619ab98cfcce,"Inclusion, Equity, Diversity & Indigenous Reconciliation",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Increase and Maintain Occupancy Rate,ind_767a7b46adcc71d0,Increase and Maintain Occupancy Rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Increase and Maintain Occupancy Rate >95%,ind_c847d7181ab04aaa,Increase and Maintain Occupancy Rate >95%,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Increase awareness of of Diversity, Equity and inclusivity through implementation of approved Project Plan - % milestones achieved",ind_40a8804b95bfe32b,"Increase awareness of of Diversity, Equity and inclusivity through implementation of approved Project Plan - % milestones achieved",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Increase in staff awareness and reporting of workplace violence, incivility, harassment, and psychological safety concerns as part of strengthening organizational safety culture",ind_5c9556dae87d8539,"Increase in staff awareness and reporting of workplace violence, incivility, harassment, and psychological safety concerns as part of strengthening organizational safety culture",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Increase overall uptake and utilization of the MySunnybrook Experience Centre.,ind_ae6db906e72ae889,Increase overall uptake and utilization of the MySunnybrook Experience Centre.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Increase patient reported care ratings to being treated with courtesy and respect, regardless of gender identity by 5%",ind_db055b93d303f28c,"Increase patient reported care ratings to being treated with courtesy and respect, regardless of gender identity by 5%",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Increase patient, client, resident, and family feedback through expanded collection methods.",ind_f50f5a6f0a5a0ebc,"Increase patient, client, resident, and family feedback through expanded collection methods.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Increase specimen collection scanning compliance in 4 units by 10%,ind_ec6f3af32bd9bb36,Increase specimen collection scanning compliance in 4 units by 10%,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Increase the collection of Patient experience (PE) data through the implementation of digital collection (QR codes, email, text and SMS).",ind_3af2cf6ac9575bf8,"Increase the collection of Patient experience (PE) data through the implementation of digital collection (QR codes, email, text and SMS).",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Increase the rate of reporting of workplace violence incidents at SJGH.,ind_e4335eee0646685e,Increase the rate of reporting of workplace violence incidents at SJGH.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Increasing perception of staff safety on Sills 5 Mental Health Inpatient Unit,ind_a0fc327cef54d4b4,Increasing perception of staff safety on Sills 5 Mental Health Inpatient Unit,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Indigenous Cultural Safety Training,ind_fd9a0b20dff4d8a7,Indigenous Cultural Safety Training,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Initiate the systematic collection of sociodemographic data to support patient safety incident reviews,ind_e33d31b5792710c6,Initiate the systematic collection of sociodemographic data to support patient safety incident reviews,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient (Markham & Uxbridge): % of patients who select top-box answer (completely) for survey question: “Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?”,ind_4124d86c85d4600a,Inpatient (Markham & Uxbridge): % of patients who select top-box answer (completely) for survey question: “Did you receive enough information from hospital staff about what to do if you were worried about your condition or treatment after you left the hospital?”,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient Experience (Linguistic Accessibility),ind_18a5437b1dbb657e,Inpatient Experience (Linguistic Accessibility),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient Experience survey metric - Did you receive enough information when you left the hospital,ind_176260a1b9f5eefa,Inpatient Experience survey metric - Did you receive enough information when you left the hospital,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient Noise Level Awareness,ind_2a0e18acd6c1116c,Inpatient Noise Level Awareness,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inpatient PFX survey: Provider told how to care for health after leaving (% answering ""yes, definitely"")",ind_9e0389db249f06df,"Inpatient PFX survey: Provider told how to care for health after leaving (% answering ""yes, definitely"")",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient Patient Experience question: Did they tell you what danger signals about your child's condition to watch for after you went home?,ind_892f831e8e6bd97c,Inpatient Patient Experience question: Did they tell you what danger signals about your child's condition to watch for after you went home?,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient Survey- Overall Experience Rating 9 out of 10,ind_b38e71d3aa2e2959,Inpatient Survey- Overall Experience Rating 9 out of 10,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient falls,ind_5118efd1dfc44d07,Inpatient falls,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient falls per 1000 patient days,ind_454aa970461715f3,Inpatient falls per 1000 patient days,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inpatient falls resulting in harm:   The number of reported falls (mild, moderate, severe and death) resulting in harm in inpatient areas as a proportion of 1000 patient days",ind_b1f2aa2973e03509,"Inpatient falls resulting in harm: The number of reported falls (mild, moderate, severe and death) resulting in harm in inpatient areas as a proportion of 1000 patient days",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inpatient falls resulting in harm: The number of reported falls (mild, moderate, severe and death) resulting in harm in inpatient areas as a proportion of 1000 patient days.",ind_df5a7c3fe01a44a8,"Inpatient falls resulting in harm: The number of reported falls (mild, moderate, severe and death) resulting in harm in inpatient areas as a proportion of 1000 patient days.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inpatient falls resulting in harm: The number of reported falls (mild, moderate, severe, and death) resulting in harm in inpatient areas as a proportion of 1000 patient days.",ind_3f4a6ae10d3f0ae0,"Inpatient falls resulting in harm: The number of reported falls (mild, moderate, severe, and death) resulting in harm in inpatient areas as a proportion of 1000 patient days.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inpatient falls with injury rate (%),ind_0ff88600653402b9,Inpatient falls with injury rate (%),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Inpatient report of receiving adequate information about their health and their care at discharge, target: 79% (5% increase from 2024-25 OPOC question 29)",ind_10fb3de415a64ecb,"Inpatient report of receiving adequate information about their health and their care at discharge, target: 79% (5% increase from 2024-25 OPOC question 29)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Interdisciplinary team (including client) develops 2 goals of care within the first 72 hours of admission,ind_60257f316aa0832b,Interdisciplinary team (including client) develops 2 goals of care within the first 72 hours of admission,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Interim experience survey engagement rate (%) inclusive of staff, physicians, and midwives (formerly People Satisfaction Engagement Rate)",ind_6aace62e087e4814,"Interim experience survey engagement rate (%) inclusive of staff, physicians, and midwives (formerly People Satisfaction Engagement Rate)",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Inuit Cultural Awareness,ind_afd2882b6c5d49ee,Inuit Cultural Awareness,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"JEDI (Justice, Equity, Diversity and Inclusion Training)- Percentage of (new & returning) staff who have completed relevant equity, diversity, inclusion, and antiracism education.",ind_40027d460e483e1d,"JEDI (Justice, Equity, Diversity and Inclusion Training)- Percentage of (new & returning) staff who have completed relevant equity, diversity, inclusion, and antiracism education.",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Just Culture,ind_43272c7db999af85,Just Culture,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Kairos Blanket Exercise Training,ind_9afb16fff8cb2967,Kairos Blanket Exercise Training,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
LOS Optimization – Clinical Pathway Adherence - % of inpatients that meet care pathway length of stay (LOS) targets at time of discharge or forensic transfer.   Forensic Keep Fit Order patients are excluded.,ind_f2e8830c15796831,LOS Optimization – Clinical Pathway Adherence - % of inpatients that meet care pathway length of stay (LOS) targets at time of discharge or forensic transfer. Forensic Keep Fit Order patients are excluded.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"LTCM & Transitional Care Patient Experience - percentage of top box positive responses to ""If long stay care were needed for another family member or friend, would you recommend this facility?""",ind_7b13133505c66006,"LTCM & Transitional Care Patient Experience - percentage of top box positive responses to ""If long stay care were needed for another family member or friend, would you recommend this facility?""",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Language Concordant Care: Percentage of admitted patients with language preference documented in SunnyCare / Quadramed,ind_0adf6874d55ca1d8,Language Concordant Care: Percentage of admitted patients with language preference documented in SunnyCare / Quadramed,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Language Concordant Care: Use of professional interpretation services (phone and video) per month,ind_cceac5df41c32e07,Language Concordant Care: Use of professional interpretation services (phone and video) per month,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Leaders in Equity Education: Overall completion rate of Equity Education Offerings for staff,ind_795a5f2767be9f20,Leaders in Equity Education: Overall completion rate of Equity Education Offerings for staff,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Level 3,4, unstageable and deep tissue pressure injuries",ind_eea08bdf466ce83e,"Level 3,4, unstageable and deep tissue pressure injuries",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Living Safety Plan Clinical Training Module.,ind_1833458b359fb9d4,Living Safety Plan Clinical Training Module.,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Lost Time Claims-wage loss benefits at 12 months (WSIB),ind_7b10cfd3e6a34786,Lost Time Claims-wage loss benefits at 12 months (WSIB),accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Lost Time Injury Rate,ind_36a0fe7ab400bd20,Lost Time Injury Rate,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
"Low-Value Lab Tests per 1,000 Patient Days",ind_cec1545d9fad6ff4,"Low-Value Lab Tests per 1,000 Patient Days",accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
MH OP Indicator -- Overall experience,ind_7aecbe52a48769f1,MH OP Indicator -- Overall experience,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
MH RCC % overall quality care,ind_ede79eb233d87c68,MH RCC % overall quality care,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
MSH: Linguistically Accessible: Inpatient Experience Compassionate Care SurveyQuestion: Compassionate Care: Share information in a way that is understandable,ind_b8ce4adc6f233a44,MSH: Linguistically Accessible: Inpatient Experience Compassionate Care SurveyQuestion: Compassionate Care: Share information in a way that is understandable,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
Mean Percentile Wait Time for CT Priority 4,ind_8670ca4457f540c6,Mean Percentile Wait Time for CT Priority 4,accepted,Source-exact definition retained; display whitespace only; no cross-label equivalence asserted
