source_record_id,unit_raw,population_raw,normalized_unit,normalized_population,context_compatible,review_reasons,datasource_period_raw
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1493,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1494,Rate,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]",CIHI NACRS / 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1495,Rate,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]",CIHI NACRS / 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1496,Rate,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]",CIHI NACRS / 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1497,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",CCO iPort / 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1498,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1499,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1500,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1501,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1502,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1503,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1504,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1505,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1506,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1507,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1508,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1509,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1510,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1511,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1512,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1513,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1514,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1515,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1516,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1517,Number,ED patients,count,ed patients,true,[],CIHI NACRS / Fiscal Year
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1518,%,All inpatients,percent,all inpatients,true,[],CIHI NACRS / FY 2024
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1519,Number,Staff,count,staff,true,[],Hospital collected data / Most recent consecutive 12-month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1520,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1521,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1522,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1523,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1524,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024  - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1525,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024  - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1526,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1527,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1528,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Most recent 3-month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1529,Count,Other,count,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / Most recent 3-month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1530,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most-recent 3 month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1531,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most-recent 3 month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1532,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most-recent 3 month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1533,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Local data collection / Most-recent 3 month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1534,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1,2024 - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1535,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1,2024 - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1536,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024 to November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1537,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024 to November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1538,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024 - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1539,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024 - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1540,Hours,ED patients,hours,ed patients,true,[],"Hospital collected data / December 1, 2024 - November 30, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1541,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1542,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1543,%,ED patients,percent,ed patients,true,[],CIHI NACRS / Fiscal Year
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1544,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1545,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1546,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1547,Other,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]",Other / 26/27
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1548,Other,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]",Other / 26/27
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1549,Other,ED patients,unknown,ed patients,false,"[""unknown_unit_or_population""]",Hospital collected data / 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1550,Other,Discharged patients ,unknown,discharged patients,false,"[""unknown_unit_or_population""]",Hospital collected data / 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1551,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1552,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1553,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1554,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1555,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1556,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1557,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1558,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1559,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1560,%,All inpatients,percent,all inpatients,true,[],EMR/Chart Review / 2026-2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1561,%,All inpatients,percent,all inpatients,true,[],EMR/Chart Review / 2026-2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1562,%,All inpatients,percent,all inpatients,true,[],EMR/Chart Review / 2026-2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1563,%,Health providers in the entire facility,percent,health providers in the entire facility,true,[],Other / 2026-2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1564,%,Health providers in the entire facility,percent,health providers in the entire facility,true,[],Other / 2026-2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1565,%,Health providers in the entire facility,percent,health providers in the entire facility,true,[],Other / 2026-2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1566,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","CIHI DAD, NACRS / 2026-2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1567,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","CIHI DAD, NACRS / 2026-2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1568,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","CIHI DAD, NACRS / 2026-2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1569,%,Staff,percent,staff,true,[],Local data collection / Most recent consecutive 12-month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1570,%,Staff,percent,staff,true,[],Local data collection / Most recent consecutive 12-month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1571,%,Staff,percent,staff,true,[],Local data collection / Most recent consecutive 12-month period
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1572,%,Discharged patients ,percent,discharged patients,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1573,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1574,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1575,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1576,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1577,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1578,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1579,"Rate per 1,000 patient days",All acute patients,rate_per_1000_patient_days,all acute patients,true,[],In house data collection  / 2025/2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1580,"Rate per 1,000 patient days",All acute patients,rate_per_1000_patient_days,all acute patients,true,[],In house data collection  / 2025/2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1581,Hours,ED patients,hours,ed patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1582,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1583,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1584,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1585,%,Hospital admitted patients,percent,hospital admitted patients,true,[],CIHI DAD / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1586,%,All patients,percent,all patients,true,[],Hospital collected data / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1587,%,All patients,percent,all patients,true,[],Hospital collected data / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1588,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1589,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1590,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Hospital collected data / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1591,Count,All inpatients,count,all inpatients,true,[],Hospital collected data / 2025/26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1592,Count,All inpatients,count,all inpatients,true,[],Hospital collected data / 2025/26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1593,Count,All inpatients,count,all inpatients,true,[],Hospital collected data / 2025/26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1594,Rate,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",CIHI DAD / FY 2025-26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1595,Rate,Other,unknown,unknown,false,"[""unknown_unit_or_population""]",CIHI DAD / FY 2025-26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1596,Rate,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",Hospital collected data / FY 2025-26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1597,Rate,All patients,unknown,all patients,false,"[""unknown_unit_or_population""]",Hospital collected data / FY 2025-26
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1598,Ratio (No unit),ALC patients,ratio,alc patients,true,[],In house data collection  / July 1 2025 - September 30 2025 (Q2)
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1599,Ratio (No unit),ALC patients,ratio,alc patients,true,[],In house data collection  / July 1 2025 - September 30 2025 (Q2)
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1600,%,People,percent,people,true,[],In house data collection  / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1601,%,People,percent,people,true,[],In house data collection  / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1602,%,Survey respondents,percent,survey respondents,true,[],In-house survey / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1603,%,Survey respondents,percent,survey respondents,true,[],In-house survey / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1604,%,Survey respondents,percent,survey respondents,true,[],In-house survey / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1605,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / January - December 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1606,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / January - December 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1607,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / January - December 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1608,%,Staff,percent,staff,true,[],In house data collection  / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1609,%,Staff,percent,staff,true,[],In house data collection  / January - December 2025
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1610,Count,Staff,count,staff,true,[],In house data collection  / January - December 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1611,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / April - December 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1612,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",In house data collection  / April - December 2026
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1613,Rate per 100 inpatient days,All acute patients,rate_per_100_inpatient_days,all acute patients,true,[],"WTIS, CCO, BCS, MOHLTC / April 1, 2026 - March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1614,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / April 1 2026  - January 31 2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1615,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]",Other / April 1 2026  - January 31 2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1616,"Rate per 1,000 patient days",All patients,rate_per_1000_patient_days,all patients,true,[],In house data collection  / April 1 2026 - March 31 2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1617,%,Staff,percent,staff,true,[],In house data collection  / April 1 2026 - March 1 2027
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1618,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1619,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1620,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1621,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1622,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1623,Minutes,Patients,minutes,patients,true,[],CIHI NACRS / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1624,Minutes,ED patients,minutes,ed patients,true,[],CIHI NACRS / Quarter
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1625,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1626,%,Patients,percent,patients,true,[],"CIHI DAD, NACRS / Quarter"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1627,%,Patients,percent,patients,true,[],"CIHI DAD, NACRS / Quarter"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1628,%,Patients,percent,patients,true,[],"CIHI DAD, NACRS / Quarter"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1629,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1630,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1631,%,Survey respondents,percent,survey respondents,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1632,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1633,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1634,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1635,%,Staff,percent,staff,false,"[""incompatible_indicator_unit""]",Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1636,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1637,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1638,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1639,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1640,%,Staff,percent,staff,true,[],Local data collection / Other
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1641,Number,ED patients,count,ed patients,true,[],"CIHI NACRS / April 1, 2025- December 31, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1642,Number,ED patients,count,ed patients,true,[],"CIHI NACRS / April 1, 2025- December 31, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1643,Number,ED patients,count,ed patients,true,[],"CIHI NACRS / April 1, 2025- December 31, 2025"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1644,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1645,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1646,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1647,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1648,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1649,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1650,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1651,%,All inpatients,percent,all inpatients,true,[],"Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1652,%,All inpatients,percent,all inpatients,true,[],"Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1653,%,All inpatients,percent,all inpatients,true,[],"Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1654,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1655,Other,Other,unknown,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1656,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1657,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1658,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
file_fd960952b94a17c6133039e5515cdb29b133b2905b36909786e69941eb196f09:record_1659,%,Other,percent,unknown,false,"[""unknown_unit_or_population""]","Other / April 1, 2026-March 31, 2027"
