cycle_id,organization_id,indicator_id,plan_fiscal_year,progress_report_fiscal_year,cycle_valid,match_status,match_method,review_reasons,ed_scope,direction,normalized_unit,normalized_population,comparable,context_provenance,comparison_basis,observation_period_status,baseline_periods_raw,previous_value,previous_status,previous_values_raw,target_value,target_status,target_values_raw,current_value,current_status,current_values_raw,outcome_class,performance_change,performance_change_pct,improvement_pct,target_met,outcome_reason,target_reason,workplan_row_count,progress_row_count,workplan_source_ids,progress_source_ids,intervention_count,workplan_intervention_count,progress_only_intervention_count,implementation_status,implementation_conflict_count,region_values,hospital_model_values,reporting_period_verified,population_verified,unit_verified,comparison_eligible,comparison_exclusion_reasons,reporting_period_evidence,reporting_period_evidence_source_ids,baseline_start,baseline_end,followup_start,followup_end,primary_analysis_period,analysis_eligible,analysis_exclusion_reason,numeric_change_candidate,category_count_per_cycle,classified_category_count_per_cycle,single_category_cycle,multi_category_cycle,has_unclassified_interventions,single_classified_category_cycle,hospital_model,region
cycle_4216744974fff5f7d63b,org_2db7f90ca34301e6,ind_ef4a9573ead4ee92,2025/26,2026/27,true,workplan_only,,"[""workplan_only""]",included,lower_is_better,hours,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Other""]",3.65,numeric,"[""3.65""]",1.50,numeric,"[""1.50""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",7,0,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_847"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_848"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_849"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_850"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_851"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_852"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_853""]",[],7,7,0,Unknown,0,"[""West Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,true,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,true,false,Large Community Hospital,West Region
cycle_06c5f374db2440bc2b2a,org_2e8f27e53bab0301,ind_1404934a6bc58ae7,2025/26,2026/27,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,unknown,alc patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""WTIS / FY 2025-26""]",14.80,numeric,"[""14.80""]",14.20,numeric,"[""14.20""]",10.60,numeric,"[""10.60""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,5,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1090"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1091"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1092"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1093""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_248"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_249"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_250"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_251"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_252""]",5,4,1,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,3,2,false,true,true,false,Large Community Hospital,Central Region
cycle_c15226a252cf63dcb138,org_2e8f27e53bab0301,ind_18d8405143674115,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,rate_per_1000_patient_days,patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Hospital collected data / FY 2024-25""]",4.32,numeric,"[""4.32""]",4.10,numeric,"[""4.10""]",5.86,numeric,"[""5.86""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_994"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_995"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_996"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_997""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_238"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_239"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_240"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_241""]",4,4,0,Partial/conflicting,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,0,true,false,true,false,Large Community Hospital,Central Region
cycle_12e837ead568072db97f,org_2e8f27e53bab0301,ind_472d1354fa59548b,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,staff,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / FY 2024-25""]",,CB,"[""CB""]",85.00,numeric,"[""85.00""]",93.20,numeric,"[""93.20""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""previous_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",3,3,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1000"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_998"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_999""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_242"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_243"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_244""]",3,3,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,2,2,false,true,false,false,Large Community Hospital,Central Region
cycle_ae411f4eb52c0a9a8ae2,org_2e8f27e53bab0301,ind_6dca743b7e987f53,2025/26,2026/27,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,unknown,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Other / FY 2025-26""]",1.17,numeric,"[""1.17""]",1.12,numeric,"[""1.12""]",0.76,numeric,"[""0.76""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1100"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1101"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1102"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1103""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_253"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_254"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_255"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_256""]",4,4,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,4,3,false,true,true,false,Large Community Hospital,Central Region
cycle_63c0e0d2cb22ff6a8a29,org_2e8f27e53bab0301,ind_7c328525e5eba5cf,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,all surgical procedures,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""WTIS / FY 2024-25""]",42.10,numeric,"[""42.10""]",30.00,numeric,"[""30.00""]",13.50,numeric,"[""13.50""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_990"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_991"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_992"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_993""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_245"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_246"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_247"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_248""]",4,4,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,3,2,false,true,true,false,Large Community Hospital,Central Region
cycle_5b6f0b8f955a54053d32,org_2e8f27e53bab0301,ind_907029c2d837a06d,2025/26,2026/27,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,all inpatients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Other / FY 2025-26""]",,CB,"[""CB""]",,CB,"[""CB""]",,CB,"[""CB""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""previous_CB"",""current_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""target_CB"",""current_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1096"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1097"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1098"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1099""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_240"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_241"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_242"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_243""]",4,4,0,Partial/conflicting,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,2,1,false,true,true,false,Large Community Hospital,Central Region
cycle_36deeeb6931e7ff7554d,org_2e8f27e53bab0301,ind_cd57992e4ca687e8,2024/25,2025/26,true,workplan_only,,"[""workplan_only"",""unknown_indicator_direction""]",needs_review,unknown,ratio,alc patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""WTIS / Quarter""]",0.96,numeric,"[""0.96""]",1.00,numeric,"[""1.00""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""unknown_indicator_direction"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""workplan_only"",""unknown_indicator_direction"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",4,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_982"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_983"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_984"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_985""]",[],4,4,0,Unknown,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,4,3,false,true,true,false,Large Community Hospital,Central Region
cycle_4f098315b62c6c161ee0,org_2e8f27e53bab0301,ind_d174d755cbe86602,2024/25,2025/26,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,survey respondents,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / FY 2024-25""]",78.50,numeric,"[""78.50""]",80.10,numeric,"[""80.10""]",83.90,numeric,"[""83.90""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",4,4,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_986"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_987"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_988"",""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_989""]","[""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_249"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_250"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_251"",""file_2d5012536ed5ac5f9e0e255fec2131c2e0ce54d8782e454c2c26de9965c72b73:record_252""]",4,4,0,Partial/conflicting,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,3,2,false,true,true,false,Large Community Hospital,Central Region
cycle_55232bb4b4f66450f4b0,org_2e8f27e53bab0301,ind_ecace67bab1d6119,2025/26,2026/27,true,matched,exact,"[""unknown_unit_or_population"",""unknown_indicator_direction""]",needs_review,unknown,percent,unknown,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Other / FY 2025-26""]",59.20,numeric,"[""59.20""]",90.00,numeric,"[""90.00""]",97.60,numeric,"[""97.60""]",Insufficient data,,,,,"[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_unit_or_population"",""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",2,2,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1094"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1095""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_257"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_258""]",2,2,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,Central Region
cycle_26e977802dc16717fbc6,org_2e8f27e53bab0301,ind_ee70b593aad3e4f6,2025/26,2026/27,true,matched,exact,[],included,lower_is_better,minutes,patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Other""]",39,numeric,"[""39"",""39.00""]",36,numeric,"[""36"",""36.00""]",37,numeric,"[""37""]",Insufficient data,,,,,"[""reporting_period_unverified""]","[""reporting_period_unverified""]",4,4,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1086"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1087"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1088"",""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1089""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_244"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_245"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_246"",""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_247""]",4,4,0,Implemented,0,"[""Central Region""]","[""Large Community Hospital""]",false,true,true,false,"[""reporting_period_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,true,false,reporting_period_unverified,true,3,2,false,true,true,false,Large Community Hospital,Central Region
cycle_825578d3d0dfa6858cd8,org_2fb65ae50f1d4b05,ind_03d0085835fa067f,2025/26,2026/27,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,health providers in the entire facility,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""In house data collection  / April 2025 to March 2026""]",,CB,"[""CB""]",50.00,numeric,"[""50.00""]",50.00,numeric,"[""50.00""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""previous_CB"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1379""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_323""]",1,1,0,Implemented,0,"[""East Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,East Region
cycle_fe81bf4d9d7bfb7bdf16,org_2fb65ae50f1d4b05,ind_06590f50f65eac7e,2024/25,2025/26,true,workplan_only,,"[""workplan_only""]",included,lower_is_better,percent,ed patients,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""CIHI NACRS / Fiscal Year""]",5.88,numeric,"[""5.88""]",5.00,numeric,"[""5.00""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",1,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1302""]",[],1,1,0,Unknown,0,"[""East Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,insufficient first-cycle ED longitudinal coverage,false,1,0,true,false,true,false,Large Community Hospital,East Region
cycle_1d174218f01d8a040d4e,org_2fb65ae50f1d4b05,ind_37478f8fb5db2bb6,2024/25,2025/26,true,workplan_only,,"[""incompatible_indicator_unit"",""workplan_only""]",excluded,lower_is_better,percent,staff,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / Other""]",30.00,numeric,"[""30.00""]",20.00,numeric,"[""20.00""]",,missing,[],Insufficient data,,,,,"[""incompatible_indicator_unit"",""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""incompatible_indicator_unit"",""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",1,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1303""]",[],1,1,0,Unknown,0,"[""East Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,East Region
cycle_a119b9aa91b14349280d,org_2fb65ae50f1d4b05,ind_5314e24f5f6e6912,2024/25,2025/26,true,workplan_only,,"[""workplan_only""]",excluded,higher_is_better,percent,staff,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / Other""]",0.00,numeric,"[""0.00""]",100.00,numeric,"[""100.00""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",1,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1304""]",[],1,1,0,Unknown,0,"[""East Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,East Region
cycle_44b82dc3c25f0e02e748,org_2fb65ae50f1d4b05,ind_5b7acc66adc8a190,2025/26,2026/27,true,matched,exact,"[""unknown_indicator_direction""]",needs_review,unknown,percent,health providers in the entire facility,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""In house data collection  / April 2025 to March 2026""]",,X,"[""X""]",75.00,numeric,"[""75.00""]",77.00,numeric,"[""77.00""]",Insufficient data,,,,,"[""unknown_indicator_direction"",""previous_X"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]","[""unknown_indicator_direction"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",1,1,"[""file_161ce5fbf507dd667d6dc24dad51011bd988de49fcb53fc2805a29335914ff7f:record_1380""]","[""file_6e6459eb666246e5c840b4d605cf5548dd9d9493406d8ba5673cd77e4809033c:record_322""]",1,1,0,Implemented,0,"[""East Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,0,true,false,true,false,Large Community Hospital,East Region
cycle_655137aa255830a69e71,org_2fb65ae50f1d4b05,ind_67ee717abbe20a1b,2024/25,2025/26,true,workplan_only,,"[""workplan_only""]",excluded,higher_is_better,percent,survey respondents,false,preceding_workplan,Official definition and matching source context; observation windows require cycle-specific review,unverified,"[""Local data collection / Other""]",,CB,"[""CB""]",70.00,numeric,"[""70.00""]",,missing,[],Insufficient data,,,,,"[""workplan_only"",""previous_CB"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]","[""workplan_only"",""current_missing"",""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",1,0,"[""file_9772e4124db9000923df7ee0723b6c5954285930dee8a3dad72efbcf089e68be:record_1301""]",[],1,1,0,Unknown,0,"[""East Region""]","[""Large Community Hospital""]",false,false,false,false,"[""unit_unverified"",""population_unverified"",""reporting_period_unverified"",""historical_match_unavailable_or_ambiguous"",""indicator_definition_unverified""]",No reviewed evidence establishing both observation windows for this cycle,[],,,,,false,false,outside primary ED analysis scope,false,1,1,true,false,false,true,Large Community Hospital,East Region
