cycle_id,primary_category,intervention_category,interventions_in_category,cycle_outcome,target_met,organization_id,indicator_id,hospital_model,region,plan_fiscal_year,ed_scope,analysis_eligible,analysis_exclusion_reason,comparison_eligible,category_count_per_cycle,classified_category_count_per_cycle,single_category_cycle,multi_category_cycle,single_classified_category_cycle,has_unclassified_interventions,intervention_ids
cycle_cd1bfdb189226fca1211,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_72d0ae589fea170f,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,3,false,true,false,false,"[""intervention_d10e5aeec27ee771b16b""]"
cycle_cd1bfdb189226fca1211,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_72d0ae589fea170f,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,3,false,true,false,false,"[""intervention_bb4533f75b2499219e72""]"
cycle_cd1bfdb189226fca1211,Training & Education,Training & Education,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_72d0ae589fea170f,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,3,false,true,false,false,"[""intervention_7e22f352f7914eeb2bc0""]"
cycle_30b9966aeba03e1a43e4,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_97e1c2cf0947da44,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_f4072153003c18e6aec7""]"
cycle_30b9966aeba03e1a43e4,Other,Other,3,Insufficient data,,org_3cd6a4bd2a94177c,ind_97e1c2cf0947da44,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_65c3a699071b4aede0cd"",""intervention_af9cc46e3dc628f1304e"",""intervention_fe2841a4c923b7afe065""]"
cycle_30b9966aeba03e1a43e4,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_97e1c2cf0947da44,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_d94f20b9fa20867fbb78""]"
cycle_b5233c9fe904df0536b8,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_b733bc180a319bf5,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_bae884a7f0e578706c36""]"
cycle_b5233c9fe904df0536b8,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_b733bc180a319bf5,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_1084cc346248b35fadfe""]"
cycle_b5233c9fe904df0536b8,Other,Other,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_b733bc180a319bf5,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_420d3af068917739d483""]"
cycle_d1606258faba2ccc009b,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_d026d982f3288a0d,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_aaef14b488ad18b39428""]"
cycle_d1606258faba2ccc009b,Other,Other,2,Insufficient data,,org_3cd6a4bd2a94177c,ind_d026d982f3288a0d,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_95c92c1a7db7a5ea01f5"",""intervention_e4c3279c17bbcabee6af""]"
cycle_007f854c2332c7c86950,Other,Other,2,Insufficient data,,org_3cd6a4bd2a94177c,ind_d8a172e7fca6417e,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_74ae662eba0fdc8d6ef1"",""intervention_d0c80c3992168f3283fd""]"
cycle_007f854c2332c7c86950,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_d8a172e7fca6417e,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_596e7af3c7d6eaee5742""]"
cycle_007f854c2332c7c86950,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_d8a172e7fca6417e,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_bcacc9d05e3ee5f2dae3""]"
cycle_3dc0893df16bb612c65a,Emergency Department Workflow,Emergency Department Workflow,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_e7cd9b5804f1c518,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,3,2,false,true,false,true,"[""intervention_be64176cf1fa2d368eac""]"
cycle_3dc0893df16bb612c65a,Other,Other,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_e7cd9b5804f1c518,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,3,2,false,true,false,true,"[""intervention_baabd274fc7b3e81a533""]"
cycle_3dc0893df16bb612c65a,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_e7cd9b5804f1c518,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,3,2,false,true,false,true,"[""intervention_2588c44b402482f894f3""]"
cycle_3e04ea71726a4f7d5b05,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_ee70b593aad3e4f6,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,3,3,false,true,false,false,"[""intervention_c5ef385b4b3d6482c71b""]"
cycle_3e04ea71726a4f7d5b05,Ambulance / EMS Flow,Ambulance / EMS Flow,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_ee70b593aad3e4f6,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,3,3,false,true,false,false,"[""intervention_e56be1fee1a798eb9997""]"
cycle_3e04ea71726a4f7d5b05,Emergency Department Workflow,Emergency Department Workflow,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_ee70b593aad3e4f6,Large Community Hospital,West Region,2025/26,included,false,reporting_period_unverified,false,3,3,false,true,false,false,"[""intervention_f49a43963e285d64034e""]"
cycle_37e8be1b8007522064a0,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_ef4a9573ead4ee92,Large Community Hospital,West Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,2,2,false,true,false,false,"[""intervention_7d3a213a657146034a7a""]"
cycle_37e8be1b8007522064a0,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_3cd6a4bd2a94177c,ind_ef4a9573ead4ee92,Large Community Hospital,West Region,2024/25,included,false,insufficient first-cycle ED longitudinal coverage,false,2,2,false,true,false,false,"[""intervention_442c9d9316903a07b135"",""intervention_acfa9893c6181fd58107""]"
cycle_f469aba4bc00f2308f25,Bed & Capacity Management,Bed & Capacity Management,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_ef4a9573ead4ee92,Large Community Hospital,West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,false,true,"[""intervention_288351e29e219a3b082d""]"
cycle_f469aba4bc00f2308f25,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_3cd6a4bd2a94177c,ind_ef4a9573ead4ee92,Large Community Hospital,West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,false,true,"[""intervention_347ad83abae1ac91907a"",""intervention_9465f714133b7f99914c""]"
cycle_f469aba4bc00f2308f25,Other,Other,1,Insufficient data,,org_3cd6a4bd2a94177c,ind_ef4a9573ead4ee92,Large Community Hospital,West Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,3,2,false,true,false,true,"[""intervention_64641a38e8901f024d68""]"
cycle_c75acecf00ff47719d17,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_3d2e95a21794e4d1,ind_05a48d30be54f375,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_14fc6660541fe30718df""]"
cycle_c75acecf00ff47719d17,Technology & Digital Tools,Technology & Digital Tools,2,Insufficient data,,org_3d2e95a21794e4d1,ind_05a48d30be54f375,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_0671f98e20cddddaac9d"",""intervention_e5a277d364a058e20cc8""]"
cycle_c6b9bd307b7ae184c7e6,Admission & Transfer Process,Admission & Transfer Process,1,Insufficient data,,org_3d2e95a21794e4d1,ind_05a48d30be54f375,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_edd351ac0bb4ae3a3f8d""]"
cycle_c6b9bd307b7ae184c7e6,Technology & Digital Tools,Technology & Digital Tools,2,Insufficient data,,org_3d2e95a21794e4d1,ind_05a48d30be54f375,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,2,false,true,false,false,"[""intervention_79463106a24bba2912c3"",""intervention_b8a197f759ab23001cb8""]"
cycle_79194efe2045c1f58583,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_0ff88600653402b9,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_8a9320a3294bed958fff""]"
cycle_79194efe2045c1f58583,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_3d2e95a21794e4d1,ind_0ff88600653402b9,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_d44d44a847bd77888efd""]"
cycle_79194efe2045c1f58583,Technology & Digital Tools,Technology & Digital Tools,1,Insufficient data,,org_3d2e95a21794e4d1,ind_0ff88600653402b9,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_d6e36a591a570479a32e""]"
cycle_79194efe2045c1f58583,Training & Education,Training & Education,1,Insufficient data,,org_3d2e95a21794e4d1,ind_0ff88600653402b9,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_fe02de62867ad80c57f0""]"
cycle_fe96b552bdc38073de05,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_37478f8fb5db2bb6,Large Community Hospital,East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_d14bb72be78d045a47ba""]"
cycle_fe96b552bdc38073de05,Training & Education,Training & Education,1,Insufficient data,,org_3d2e95a21794e4d1,ind_37478f8fb5db2bb6,Large Community Hospital,East Region,2024/25,excluded,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_80f6c7bf3a1d71fd09ab""]"
cycle_71214787ecce904ff1ac,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_39093bb6ae0fe491,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_18bbccbe1d43c19f71f9""]"
cycle_71214787ecce904ff1ac,Training & Education,Training & Education,2,Insufficient data,,org_3d2e95a21794e4d1,ind_39093bb6ae0fe491,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_4e109801372873fd4101"",""intervention_c6fa910a84730cc4403c""]"
cycle_6215c0170b008e9a2d8b,Other,Other,2,Insufficient data,,org_3d2e95a21794e4d1,ind_532940f3d81baf4c,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_3c9b25dc2450214233f9"",""intervention_5f87ab00ac9b6d4fd99f""]"
cycle_436ac2e757a37c4d2f5a,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",3,Insufficient data,,org_3d2e95a21794e4d1,ind_6aace62e087e4814,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_11bfb4e69caa52b7936a"",""intervention_7b199a6f090be58e8d86"",""intervention_b5090e979fe8df51056f""]"
cycle_436ac2e757a37c4d2f5a,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_6aace62e087e4814,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_9bd36b800c549ce67eb1""]"
cycle_d7010e0306dfdb88fb71,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",2,Insufficient data,,org_3d2e95a21794e4d1,ind_8c3adc402724f036,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_30a0480f303c518be3a3"",""intervention_df23cb68f3751e207151""]"
cycle_d7010e0306dfdb88fb71,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_8c3adc402724f036,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_6621a37f7038fff20da8""]"
cycle_20d01f746d5731984ba5,Other,Other,2,Insufficient data,,org_3d2e95a21794e4d1,ind_8c6a3079a5927165,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_41a91d11819f6269546d"",""intervention_f08778dc3de1e1e67ea0""]"
cycle_3ea03105927051f45574,Training & Education,Training & Education,3,Insufficient data,,org_3d2e95a21794e4d1,ind_9de2a425e8e615ad,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_c9a7bc9e5d75e52866b2"",""intervention_cea131a056277fd62939"",""intervention_df68635e47c72281f322""]"
cycle_c76d196431b621608dca,Policy / Standardization,Policy / Standardization,2,Insufficient data,,org_3d2e95a21794e4d1,ind_aec04c989ddc0624,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_398fa51e2a31fb7a538c"",""intervention_8a1f810d8c2e74771b8f""]"
cycle_28ec61c58811c7f93f57,Discharge & Transition Planning,Discharge & Transition Planning,1,Insufficient data,,org_3d2e95a21794e4d1,ind_cd57992e4ca687e8,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_e82b1177b9de91437f54""]"
cycle_28ec61c58811c7f93f57,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_cd57992e4ca687e8,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_38c7af0ddd482cb51ab8""]"
cycle_28ec61c58811c7f93f57,Training & Education,Training & Education,1,Insufficient data,,org_3d2e95a21794e4d1,ind_cd57992e4ca687e8,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_b217691282ca238e2ed0""]"
cycle_6735cbef0bed0c35332f,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_3d2e95a21794e4d1,ind_d72fa6caa1d2a469,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_9f6ccc88e75d5308cf71""]"
cycle_6735cbef0bed0c35332f,Other,Other,1,Insufficient data,,org_3d2e95a21794e4d1,ind_d72fa6caa1d2a469,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_482a6d1a661e92fb79aa""]"
cycle_6735cbef0bed0c35332f,Training & Education,Training & Education,1,Insufficient data,,org_3d2e95a21794e4d1,ind_d72fa6caa1d2a469,Large Community Hospital,East Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_743cc7809ec7e3b544fb""]"
cycle_4c207b18256f2be14e93,Other,Other,2,Insufficient data,,org_3d2e95a21794e4d1,ind_dea6c8e30707ce57,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_44faef549736ccce4114"",""intervention_4ee9bd8cbc3490b03f8f""]"
cycle_56661c1f784fe9b652fa,Other,Other,2,Insufficient data,,org_3d2e95a21794e4d1,ind_e7cd9b5804f1c518,Large Community Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_63a2c5b7c331b421176b"",""intervention_e4ada928ea7f7d82fdd5""]"
cycle_56661c1f784fe9b652fa,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_3d2e95a21794e4d1,ind_e7cd9b5804f1c518,Large Community Hospital,East Region,2025/26,included,false,reporting_period_unverified,false,2,1,false,true,false,true,"[""intervention_60f88459b658d349d85c""]"
cycle_a8d3eb0a2b1da40fabe6,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_3d2e95a21794e4d1,ind_edec904dd0aa6d7a,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_ce2bc859e6dab90c721f""]"
cycle_a8d3eb0a2b1da40fabe6,Other,Other,2,Insufficient data,,org_3d2e95a21794e4d1,ind_edec904dd0aa6d7a,Large Community Hospital,East Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_0bab75dc9038befd7890"",""intervention_f466010cc34755df6997""]"
cycle_77bb97152cb7d03cc700,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_3e299976322b1000,ind_44c2303f111784c6,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_c8b385e0d01291c6b3f5""]"
cycle_77bb97152cb7d03cc700,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_44c2303f111784c6,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_c490def0c7de32bace9d""]"
cycle_77bb97152cb7d03cc700,Training & Education,Training & Education,1,Insufficient data,,org_3e299976322b1000,ind_44c2303f111784c6,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_1101304d38b29193bafa""]"
cycle_8de570be47ee0f8de19e,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_47a08018e0b284e3,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_d0d6f518386e3598d0d4""]"
cycle_8de570be47ee0f8de19e,Training & Education,Training & Education,2,Insufficient data,,org_3e299976322b1000,ind_47a08018e0b284e3,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_334384e010df3ad5dfab"",""intervention_57daf6fec198b59a492c""]"
cycle_6cd6d798112e47f8b780,Training & Education,Training & Education,1,Insufficient data,,org_3e299976322b1000,ind_5314e24f5f6e6912,Large Community Hospital,Central Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_807c167ebb05ead81522""]"
cycle_42628b2d4cc81d9f5d15,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_699761ad18c62e59,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_6f669fd47e92277da6a0""]"
cycle_b1d7fcc8e8781de9738a,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_6f2ea74f30b39dc3,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_6c086dd1429ff904081c""]"
cycle_f8a84e4b498a4d0b6b6c,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_3e299976322b1000,ind_74f60f70ac51d62f,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_6e65caba9a844075433e""]"
cycle_e394128c4256f3b28e78,Care Coordination & Communication,Care Coordination & Communication,2,Insufficient data,,org_3e299976322b1000,ind_74f6f98f9641e372,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_50826830c4e5d0cf5016"",""intervention_7137288a45da245ffb6d""]"
cycle_439e459a6778bc804451,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_7fc5c7fcbc486130,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_0411a90f354566bd5e0c""]"
cycle_439e459a6778bc804451,Training & Education,Training & Education,2,Insufficient data,,org_3e299976322b1000,ind_7fc5c7fcbc486130,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_22a11b4da5fe6312e9eb"",""intervention_ec270e578c7ff7ac7b90""]"
cycle_6ffb3e312f273a170b4e,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_8b646b702cd8552b,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_d5d290e2bf84a8dded01""]"
cycle_6ffb3e312f273a170b4e,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_3e299976322b1000,ind_8b646b702cd8552b,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_2fb16003a3c0d88ce798""]"
cycle_6ffb3e312f273a170b4e,Training & Education,Training & Education,1,Insufficient data,,org_3e299976322b1000,ind_8b646b702cd8552b,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,3,2,false,true,false,true,"[""intervention_3d27dc9fccd0adb9c6cc""]"
cycle_5cf3c07eda41e7df3b7e,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_3e299976322b1000,ind_91982437d751f183,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_c7164864d07cd5dcb1b8"",""intervention_fe3c0d6fa99a765e7df1""]"
cycle_b3f95460bb172e7c6611,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_3e299976322b1000,ind_b47dea8c00f05cd7,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_0b8dc3bd74af5a099cc6""]"
cycle_b3f95460bb172e7c6611,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_b47dea8c00f05cd7,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_89f89ebff5bef94fb1c1""]"
cycle_b3f95460bb172e7c6611,Policy / Standardization,Policy / Standardization,1,Insufficient data,,org_3e299976322b1000,ind_b47dea8c00f05cd7,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_ca9458a20ed646446c39""]"
cycle_b3f95460bb172e7c6611,Training & Education,Training & Education,1,Insufficient data,,org_3e299976322b1000,ind_b47dea8c00f05cd7,Large Community Hospital,Central Region,2025/26,needs_review,false,outside primary ED analysis scope,false,4,3,false,true,false,true,"[""intervention_39233943da9a3c5ed16c""]"
cycle_9f27461732549098aa52,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_cb9e50114b19da8c,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_9f53a8efccbf4c41fa3e""]"
cycle_9f27461732549098aa52,Safety & Risk Prevention,Safety & Risk Prevention,1,Insufficient data,,org_3e299976322b1000,ind_cb9e50114b19da8c,Large Community Hospital,Central Region,2024/25,needs_review,false,outside primary ED analysis scope,false,2,1,false,true,false,true,"[""intervention_438e1f2c73d076a8bcb1""]"
cycle_c8b354fd746308d150db,Discharge & Transition Planning,Discharge & Transition Planning,2,Insufficient data,,org_3e299976322b1000,ind_ef4a9573ead4ee92,Large Community Hospital,Central Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,2,1,false,true,false,true,"[""intervention_91d1c875ef56e477e8e3"",""intervention_fcba2439f1a207fa5bfc""]"
cycle_c8b354fd746308d150db,Other,Other,1,Insufficient data,,org_3e299976322b1000,ind_ef4a9573ead4ee92,Large Community Hospital,Central Region,2025/26,included,false,unit_unverified; population_unverified; reporting_period_unverified; historical_match_unavailable_or_ambiguous,false,2,1,false,true,false,true,"[""intervention_7e80cc10be9cd4b39ac2""]"
cycle_e3336828f596ebce5189,Care Coordination & Communication,Care Coordination & Communication,1,Insufficient data,,org_3e9e9513663bca8e,ind_1c014a0f648b42d7,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_e88614264b3bfd11e502""]"
cycle_beae6edac9540d513cfd,Training & Education,Training & Education,1,Insufficient data,,org_3e9e9513663bca8e,ind_1cef6d95f29c6ae3,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_eb555dbf7d0831a40d49""]"
cycle_1c481dcd949b33737bdc,Training & Education,Training & Education,1,Insufficient data,,org_3e9e9513663bca8e,ind_22c28b7ca05cf5a8,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_8404d80c160736c25f73""]"
cycle_57bddc73ccd669b8a70d,Other,Other,3,Insufficient data,,org_3e9e9513663bca8e,ind_328d61e47925eb45,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_1545ea725800afb2348c"",""intervention_3ade98b1ffc744cf53e6"",""intervention_6f1cbff6999d84593de2""]"
cycle_25763b90c4833f1667fe,Other,Other,3,Insufficient data,,org_3e9e9513663bca8e,ind_5118efd1dfc44d07,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,0,true,false,false,true,"[""intervention_357c116831cfdb162dca"",""intervention_809f2dd4ff5a4aaa72a5"",""intervention_ccf9d98d4bfce9161467""]"
cycle_95fbc59c889a5a99d0bd,Training & Education,Training & Education,1,Insufficient data,,org_3e9e9513663bca8e,ind_5314e24f5f6e6912,Large Community Hospital,West Region,2024/25,excluded,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_c1d4cd959b333ddf074d""]"
cycle_903d28446a0d58503178,Patient Streaming / Triage,Patient Streaming / Triage,1,Insufficient data,,org_3e9e9513663bca8e,ind_612d8bdcdbbeb445,Large Community Hospital,West Region,2025/26,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_5c14bb7d9e15e74958b9""]"
cycle_9a1c3bb6c65707258259,"Data, Measurement & Dashboards","Data, Measurement & Dashboards",1,Insufficient data,,org_3e9e9513663bca8e,ind_62f152570f0630d3,Large Community Hospital,West Region,2024/25,needs_review,false,outside primary ED analysis scope,false,1,1,true,false,true,false,"[""intervention_61cd6ea6dc0abbf46b5d""]"
